,pfun,shm,ncons,fps_in,fps_out,frame_sz
246,do_nothing,Queue,25,111413.95295483642,205.133355527281,262144
247,do_nothing,Ring buffer,25,2907.884007531744,2909.3362810579674,262144
248,do_nothing,MRB,25,1042.6956935225996,1142.767735316178,262144
249,do_nothing,ArrayQueue,25,587.3753923460565,591.6302525052147,262144
250,do_nothing,Queue,25,109048.18840674707,221.39351038617315,262144
251,do_nothing,Ring buffer,25,2865.2862787118893,2817.868139435342,262144
252,do_nothing,MRB,25,1033.8048383425962,1035.432242073493,262144
253,do_nothing,ArrayQueue,25,528.1947523009345,532.0672517645477,262144
254,do_nothing,Queue,25,110742.16914374946,195.17099471026302,262144
255,do_nothing,Ring buffer,25,2739.794462320381,2698.706675366628,262144
256,do_nothing,MRB,25,1313.2030688310738,1315.339640827046,262144
257,do_nothing,ArrayQueue,25,545.1030622312543,549.0294903305733,262144
258,do_nothing,Queue,25,110250.00030465965,200.8121413572882,262144
259,do_nothing,Ring buffer,25,2395.2674834366044,2398.1059101910505,262144
260,average,MRB,25,1528.7920427784327,1532.3626559990885,262144
261,average,ArrayQueue,25,549.240347568973,553.3638400242017,262144
262,average,Queue,25,104631.07084228718,190.69686140990078,262144
263,average,Ring buffer,25,2093.1726618474727,1985.532595764094,262144
264,average,MRB,25,1695.2330490285126,1699.6166779984758,262144
265,average,ArrayQueue,25,525.4069036491459,528.7726456238468,262144
266,average,Queue,25,110184.76077276247,188.80999385015656,262144
267,average,Ring buffer,25,2111.4530801976493,2113.3106861740894,262144
268,average,MRB,25,1686.4967602863182,1690.0696236066874,262144
269,average,ArrayQueue,25,546.2878780828238,549.7817837875848,262144
270,average,Queue,25,106354.90453104241,186.95541952553765,262144
271,average,Ring buffer,25,2134.2135783062595,2135.798698382285,262144
272,average,MRB,25,1688.6356676442506,1691.5379655546658,262144
273,average,ArrayQueue,25,551.270493029453,554.7071278383121,262144
274,average,Queue,25,110563.14931295729,205.5758325887218,262144
275,average,Ring buffer,25,2031.4608258530545,2128.8528481843728,262144
276,average,MRB,25,1760.596590933402,1731.572792621776,262144
277,average,ArrayQueue,25,536.2395062690168,540.374170372087,262144
278,average,Queue,25,110496.92339514237,190.73601877605682,262144
279,average,Ring buffer,25,2119.36713721736,2083.3524895071278,262144
280,long_computation_st,MRB,25,687.906754439924,520.3978590234598,262144
281,long_computation_st,ArrayQueue,25,517.8357623170378,520.6848696007856,262144
282,long_computation_st,Queue,25,119203.7171915072,175.82431975068863,262144
283,long_computation_st,Ring buffer,25,495.6519344638843,495.9891353147969,262144
284,long_computation_st,MRB,25,876.3186169694,557.7016163585193,262144
285,long_computation_st,ArrayQueue,25,522.8580938749576,526.7901294505908,262144
286,long_computation_st,Queue,25,117172.17902489113,185.21937307698673,262144
287,long_computation_st,Ring buffer,25,1073.7260300704902,508.0815331946351,262144
288,long_computation_st,MRB,25,516.0677728992027,517.1648367019648,262144
289,long_computation_st,ArrayQueue,25,523.6861243547214,527.9164852169412,262144
290,long_computation_st,Queue,25,103784.4195522838,185.46773442747403,262144
291,long_computation_st,Ring buffer,25,2552.9836331246165,554.408273907621,262144
292,long_computation_st,MRB,25,486.3391041707147,472.7027786341838,262144
293,long_computation_st,ArrayQueue,25,515.0489574827216,519.1687043670445,262144
294,long_computation_st,Queue,25,131359.1336398045,163.92000795363677,262144
295,long_computation_st,Ring buffer,25,2175.1069776699387,559.7497167107126,262144
296,long_computation_st,MRB,25,683.1902691557918,567.0812063170026,262144
297,long_computation_st,ArrayQueue,25,524.5218630392812,528.4195775951989,262144
298,long_computation_st,Queue,25,108363.13864987348,176.75927737690617,262144
299,long_computation_st,Ring buffer,25,1320.0747546741545,537.2952896919963,262144
300,long_computation_mt,MRB,25,317.77678323475914,132.81716037107944,262144
301,long_computation_mt,ArrayQueue,25,164.09582648671227,164.30405315133902,262144
302,long_computation_mt,Queue,25,16501.87998242909,62.94346213798908,262144
303,long_computation_mt,Ring buffer,25,322.4684499282899,134.56533455567606,262144
304,long_computation_mt,MRB,25,209.63551725133198,142.32010578682423,262144
305,long_computation_mt,ArrayQueue,25,163.66737752210423,136.7333622026143,262144
306,long_computation_mt,Queue,25,14705.220099621356,65.69482374135187,262144
307,long_computation_mt,Ring buffer,25,341.4524596701076,134.64637021131873,262144
308,long_computation_mt,MRB,25,243.20237830898373,137.86424854353365,262144
309,long_computation_mt,ArrayQueue,25,156.61372783653312,137.42904538754374,262144
310,long_computation_mt,Queue,25,20012.91987436887,70.39008855053939,262144
311,long_computation_mt,Ring buffer,25,282.23975995191614,251.3919397326414,262144
312,long_computation_mt,MRB,25,281.0512303013132,152.29109157677127,262144
313,long_computation_mt,ArrayQueue,25,160.89601871884463,131.88566192013343,262144
314,long_computation_mt,Queue,25,12236.423395953208,67.1608658027358,262144
315,long_computation_mt,Ring buffer,25,245.24844876862392,146.45373801546785,262144
316,long_computation_mt,MRB,25,355.905236407341,135.7483178577229,262144
317,long_computation_mt,ArrayQueue,25,141.5614903689297,138.16543908413863,262144
318,long_computation_mt,Queue,25,13500.181171039596,72.14841500568104,262144
319,long_computation_mt,Ring buffer,25,230.3057607604148,133.8063583160997,262144
320,do_nothing,MRB,1,1453.2917038066985,1425.7246117704892,1048576
321,do_nothing,ArrayQueue,1,378.7120674872453,382.32239176414294,1048576
322,do_nothing,Queue,1,102653.41010303012,145.34411560416228,1048576
323,do_nothing,Ring buffer,1,3288.045410779814,3291.5178300426514,1048576
324,do_nothing,MRB,1,1319.7799698838267,1312.2880994584318,1048576
325,do_nothing,ArrayQueue,1,427.9985238244847,431.9826509043884,1048576
326,do_nothing,Queue,1,105318.87318785493,114.81491928839765,1048576
327,do_nothing,Ring buffer,1,3360.4811732574135,3363.370487101434,1048576
328,do_nothing,MRB,1,1247.1903025319673,1229.8331916431268,1048576
329,do_nothing,ArrayQueue,1,393.1724688196754,397.19195453361203,1048576
330,do_nothing,Queue,1,93134.24683421609,155.27163753677868,1048576
331,do_nothing,Ring buffer,1,3826.378708503291,3831.7253659165517,1048576
332,do_nothing,MRB,1,1284.372935640832,1271.287309662874,1048576
333,do_nothing,ArrayQueue,1,416.83499157928674,421.3226831629106,1048576
334,do_nothing,Queue,1,103573.410204061,140.62466522125425,1048576
335,do_nothing,Ring buffer,1,3185.5078509091977,3189.57949438407,1048576
336,do_nothing,MRB,1,1282.2543478464522,1264.511761149711,1048576
337,do_nothing,ArrayQueue,1,403.1371517453584,407.4700019778667,1048576
338,do_nothing,Queue,1,105323.62561963673,130.0969115781838,1048576
339,do_nothing,Ring buffer,1,3210.1368757745313,3211.2313554429675,1048576
340,average,MRB,1,1458.8334219521437,274.28752327497403,1048576
341,average,ArrayQueue,1,401.5219122129867,348.5348030247826,1048576
342,average,Queue,1,126960.14893362344,108.14963199887498,1048576
343,average,Ring buffer,1,4266.281701568435,291.5473991025385,1048576
344,average,MRB,1,1475.5033282671018,295.1399945459898,1048576
345,average,ArrayQueue,1,425.4386877417219,301.60047733993383,1048576
346,average,Queue,1,118348.72712040445,111.74678071669142,1048576
347,average,Ring buffer,1,3775.120729839738,291.18511839945995,1048576
348,average,MRB,1,1465.000187094641,296.0156710026202,1048576
349,average,ArrayQueue,1,385.0364873696242,353.45058296505863,1048576
350,average,Queue,1,105133.90405317042,129.69675463599583,1048576
351,average,Ring buffer,1,3432.655418524057,291.1721686008389,1048576
352,average,MRB,1,1474.3348931632374,285.3429973584407,1048576
353,average,ArrayQueue,1,360.00842811358785,300.43648656894436,1048576
354,average,Queue,1,100370.48398375341,124.25779224161708,1048576
355,average,Ring buffer,1,3563.0610621691,282.74708190161795,1048576
356,average,MRB,1,1468.1791517044194,329.6803346823952,1048576
357,average,ArrayQueue,1,382.62057400600094,350.3265233042815,1048576
358,average,Queue,1,116436.19436962999,111.10911585868058,1048576
359,average,Ring buffer,1,3455.520806724703,282.5726775163726,1048576
360,long_computation_st,MRB,1,1486.9884775845458,90.56115167027775,1048576
361,long_computation_st,ArrayQueue,1,435.9269481094253,86.91050928211054,1048576
362,long_computation_st,Queue,1,107261.93993537674,97.37653761129451,1048576
363,long_computation_st,Ring buffer,1,3982.9504375372726,91.79012028591424,1048576
364,long_computation_st,MRB,1,1654.7869315533585,87.35875616168677,1048576
365,long_computation_st,ArrayQueue,1,450.5375245060429,87.91841225896594,1048576
366,long_computation_st,Queue,1,107089.51156899345,83.57363580020213,1048576
367,long_computation_st,Ring buffer,1,3650.017127943691,85.82910745534116,1048576
368,long_computation_st,MRB,1,1446.3019765591387,88.66701825616256,1048576
369,long_computation_st,ArrayQueue,1,450.2171663120612,103.99124804929274,1048576
370,long_computation_st,Queue,1,106713.90883760674,96.46082395783799,1048576
371,long_computation_st,Ring buffer,1,3995.64255103648,106.29063494074028,1048576
372,long_computation_st,MRB,1,1626.7259188261562,100.8135745508008,1048576
373,long_computation_st,ArrayQueue,1,444.6523481543904,106.17249187776724,1048576
374,long_computation_st,Queue,1,107917.26943736382,83.5676539826435,1048576
375,long_computation_st,Ring buffer,1,4108.243952091123,89.49198151378074,1048576
376,long_computation_st,MRB,1,1463.1851045619062,89.02073873108533,1048576
377,long_computation_st,ArrayQueue,1,461.6727174167503,92.14648797055575,1048576
378,long_computation_st,Queue,1,108302.34863670656,83.89123062663037,1048576
379,long_computation_st,Ring buffer,1,3713.4914570687874,87.83245940563691,1048576
380,long_computation_mt,MRB,1,510.28400868985364,78.73946187566823,1048576
381,long_computation_mt,ArrayQueue,1,325.94790053577594,103.64053447736495,1048576
382,long_computation_mt,Queue,1,50973.338614901615,61.68170505213585,1048576
383,long_computation_mt,Ring buffer,1,1088.1373856235964,61.79754537849053,1048576
384,long_computation_mt,MRB,1,539.1594212126261,91.80154872422499,1048576
385,long_computation_mt,ArrayQueue,1,317.3604434258599,105.77968455765303,1048576
386,long_computation_mt,Queue,1,41582.003407131786,57.58833017144644,1048576
387,long_computation_mt,Ring buffer,1,1255.8512021207753,67.19607659249458,1048576
388,long_computation_mt,MRB,1,601.3187683036492,49.88983299335454,1048576
389,long_computation_mt,ArrayQueue,1,320.36940420228547,81.27002826636627,1048576
390,long_computation_mt,Queue,1,39877.488558475285,58.61589084347454,1048576
391,long_computation_mt,Ring buffer,1,954.5823622579684,67.38831947306714,1048576
392,long_computation_mt,MRB,1,548.3013009915641,97.32265849096734,1048576
393,long_computation_mt,ArrayQueue,1,353.38888999261314,96.89876048207283,1048576
394,long_computation_mt,Queue,1,39780.96765106938,58.87564320681288,1048576
